Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 00:00:00,France,France,FR,40.17,60.73,91.25,15.73,opendata.reseaux-energies.fr,false,
2021-01-01 01:00:00,France,France,FR,39.88,60.44,91.5,16.52,opendata.reseaux-energies.fr,false,
2021-01-01 02:00:00,France,France,FR,31.01,50.04,92.7,15.67,opendata.reseaux-energies.fr,false,
2021-01-01 03:00:00,France,France,FR,26.88,45.11,93.29,15.49,opendata.reseaux-energies.fr,false,
2021-01-01 04:00:00,France,France,FR,27.41,45.59,93.34,15.01,opendata.reseaux-energies.fr,false,
2021-01-01 05:00:00,France,France,FR,31.3,50.24,92.74,15.2,opendata.reseaux-energies.fr,false,
2021-01-01 06:00:00,France,France,FR,30.63,49.29,93.04,16.6,opendata.reseaux-energies.fr,false,
2021-01-01 07:00:00,France,France,FR,30.22,48.7,93.15,16.29,opendata.reseaux-energies.fr,false,
2021-01-01 08:00:00,France,France,FR,29.51,47.89,93.26,15.99,opendata.reseaux-energies.fr,false,
2021-01-01 09:00:00,France,France,FR,30.74,49.64,93.04,17.04,opendata.reseaux-energies.fr,false,
2021-01-01 10:00:00,France,France,FR,30.71,49.85,93.03,18.11,opendata.reseaux-energies.fr,false,
2021-01-01 11:00:00,France,France,FR,33.2,52.93,92.74,18.96,opendata.reseaux-energies.fr,false,
2021-01-01 12:00:00,France,France,FR,29.65,48.65,93.22,19.02,opendata.reseaux-energies.fr,false,
2021-01-01 13:00:00,France,France,FR,24.79,42.82,93.83,18.64,opendata.reseaux-energies.fr,false,
2021-01-01 14:00:00,France,France,FR,26.23,44.61,93.39,17.83,opendata.reseaux-energies.fr,false,
2021-01-01 15:00:00,France,France,FR,29.84,49.01,92.45,16.54,opendata.reseaux-energies.fr,false,
2021-01-01 16:00:00,France,France,FR,34.05,54.08,91.46,16.02,opendata.reseaux-energies.fr,false,
2021-01-01 17:00:00,France,France,FR,35.16,55.02,91.48,19.33,opendata.reseaux-energies.fr,false,
2021-01-01 18:00:00,France,France,FR,41.9,63.0,90.54,19.89,opendata.reseaux-energies.fr,false,
2021-01-01 19:00:00,France,France,FR,40.74,61.92,90.47,18.65,opendata.reseaux-energies.fr,false,
2021-01-01 20:00:00,France,France,FR,42.1,63.65,90.17,15.99,opendata.reseaux-energies.fr,false,
2021-01-01 21:00:00,France,France,FR,44.51,66.43,90.02,14.97,opendata.reseaux-energies.fr,false,
2021-01-01 22:00:00,France,France,FR,48.75,71.45,89.38,15.23,opendata.reseaux-energies.fr,false,
2021-01-01 23:00:00,France,France,FR,41.02,61.7,90.92,15.02,opendata.reseaux-energies.fr,false,
2021-01-02 00:00:00,France,France,FR,37.69,57.59,91.92,14.76,opendata.reseaux-energies.fr,false,
2021-01-02 01:00:00,France,France,FR,34.49,54.13,92.11,14.9,opendata.reseaux-energies.fr,false,
2021-01-02 02:00:00,France,France,FR,31.67,50.54,92.68,14.73,opendata.reseaux-energies.fr,false,
2021-01-02 03:00:00,France,France,FR,27.58,45.62,93.35,15.21,opendata.reseaux-energies.fr,false,
2021-01-02 04:00:00,France,France,FR,30.73,49.46,92.77,15.47,opendata.reseaux-energies.fr,false,
2021-01-02 05:00:00,France,France,FR,32.9,51.89,92.58,15.6,opendata.reseaux-energies.fr,false,
2021-01-02 06:00:00,France,France,FR,38.76,59.1,91.44,15.48,opendata.reseaux-energies.fr,false,
2021-01-02 07:00:00,France,France,FR,42.5,63.95,90.42,15.5,opendata.reseaux-energies.fr,false,
2021-01-02 08:00:00,France,France,FR,48.03,70.62,89.38,16.96,opendata.reseaux-energies.fr,false,
2021-01-02 09:00:00,France,France,FR,48.77,71.67,89.16,18.69,opendata.reseaux-energies.fr,false,
