Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Canada,Québec,CA-QC,0.0,27.44,100.0,100.0,hydroquebec.com,false,
2022-01-01 01:00:00,Canada,Québec,CA-QC,0.22,27.7,99.94,99.5,hydroquebec.com,false,
2022-01-01 02:00:00,Canada,Québec,CA-QC,0.2,27.75,99.95,99.48,hydroquebec.com,false,
2022-01-01 03:00:00,Canada,Québec,CA-QC,0.17,27.81,99.95,99.46,hydroquebec.com,false,
2022-01-01 04:00:00,Canada,Québec,CA-QC,0.06,27.83,99.98,99.46,hydroquebec.com,false,
2022-01-01 05:00:00,Canada,Québec,CA-QC,0.04,27.97,99.99,99.47,hydroquebec.com,false,
2022-01-01 06:00:00,Canada,Québec,CA-QC,0.03,28.05,99.99,99.45,hydroquebec.com,false,
2022-01-01 07:00:00,Canada,Québec,CA-QC,0.04,28.24,99.99,99.43,hydroquebec.com,false,
2022-01-01 08:00:00,Canada,Québec,CA-QC,0.03,28.37,99.99,99.46,hydroquebec.com,false,
2022-01-01 09:00:00,Canada,Québec,CA-QC,0.02,28.31,99.99,99.51,hydroquebec.com,false,
2022-01-01 10:00:00,Canada,Québec,CA-QC,0.02,28.21,99.99,99.54,hydroquebec.com,false,
2022-01-01 11:00:00,Canada,Québec,CA-QC,0.02,28.05,99.99,99.5,hydroquebec.com,false,
2022-01-01 12:00:00,Canada,Québec,CA-QC,0.05,27.76,99.99,98.96,hydroquebec.com,false,
2022-01-01 13:00:00,Canada,Québec,CA-QC,0.02,27.69,99.99,99.46,hydroquebec.com,false,
2022-01-01 14:00:00,Canada,Québec,CA-QC,0.02,27.52,99.99,99.49,hydroquebec.com,false,
2022-01-01 15:00:00,Canada,Québec,CA-QC,0.02,27.37,99.99,99.55,hydroquebec.com,false,
2022-01-01 16:00:00,Canada,Québec,CA-QC,0.01,27.36,100.0,99.7,hydroquebec.com,false,
2022-01-01 17:00:00,Canada,Québec,CA-QC,0.02,27.4,99.99,99.65,hydroquebec.com,false,
2022-01-01 18:00:00,Canada,Québec,CA-QC,0.03,27.4,99.99,99.61,hydroquebec.com,false,
2022-01-01 19:00:00,Canada,Québec,CA-QC,0.07,27.42,99.98,99.38,hydroquebec.com,false,
2022-01-01 20:00:00,Canada,Québec,CA-QC,0.04,27.56,99.99,99.7,hydroquebec.com,false,
2022-01-01 21:00:00,Canada,Québec,CA-QC,0.0,27.6,100.0,100.0,hydroquebec.com,false,
2022-01-01 22:00:00,Canada,Québec,CA-QC,0.0,27.5,100.0,100.0,hydroquebec.com,false,
2022-01-01 23:00:00,Canada,Québec,CA-QC,0.0,27.56,100.0,100.0,hydroquebec.com,false,
2022-01-02 00:00:00,Canada,Québec,CA-QC,0.07,27.76,99.98,99.63,hydroquebec.com,false,
2022-01-02 01:00:00,Canada,Québec,CA-QC,0.08,27.94,99.98,99.61,hydroquebec.com,false,
2022-01-02 02:00:00,Canada,Québec,CA-QC,0.08,28.07,99.98,99.6,hydroquebec.com,false,
2022-01-02 03:00:00,Canada,Québec,CA-QC,0.03,28.08,99.99,99.58,hydroquebec.com,false,
2022-01-02 04:00:00,Canada,Québec,CA-QC,0.03,28.08,99.99,99.33,hydroquebec.com,false,
2022-01-02 05:00:00,Canada,Québec,CA-QC,0.07,27.94,99.98,98.41,hydroquebec.com,false,
2022-01-02 06:00:00,Canada,Québec,CA-QC,0.09,27.87,99.97,97.82,hydroquebec.com,false,
2022-01-02 07:00:00,Canada,Québec,CA-QC,0.11,27.86,99.97,97.53,hydroquebec.com,false,
2022-01-02 08:00:00,Canada,Québec,CA-QC,0.1,27.87,99.97,97.61,hydroquebec.com,false,
2022-01-02 09:00:00,Canada,Québec,CA-QC,0.08,27.9,99.98,98.24,hydroquebec.com,false,
2022-01-02 10:00:00,Canada,Québec,CA-QC,0.12,27.79,99.97,98.05,hydroquebec.com,false,
2022-01-02 11:00:00,Canada,Québec,CA-QC,0.18,27.82,99.95,98.43,hydroquebec.com,false,
2022-01-02 12:00:00,Canada,Québec,CA-QC,0.18,27.83,99.95,99.11,hydroquebec.com,false,
2022-01-02 13:00:00,Canada,Québec,CA-QC,0.3,27.84,99.92,99.1,hydroquebec.com,false,
2022-01-02 14:00:00,Canada,Québec,CA-QC,0.04,27.51,99.99,99.9,hydroquebec.com,false,
2022-01-02 15:00:00,Canada,Québec,CA-QC,0.0,27.31,100.0,100.0,hydroquebec.com,false,
