Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Finland,Finland,FI,175.21,208.67,74.79,41.28,entsoe.eu,false,
2022-01-01 01:00:00,Finland,Finland,FI,176.89,210.6,74.51,41.22,entsoe.eu,false,
2022-01-01 02:00:00,Finland,Finland,FI,180.41,214.51,74.04,40.83,entsoe.eu,false,
2022-01-01 03:00:00,Finland,Finland,FI,179.56,213.46,74.34,41.81,entsoe.eu,false,
2022-01-01 04:00:00,Finland,Finland,FI,179.22,213.13,74.45,42.43,entsoe.eu,false,
2022-01-01 05:00:00,Finland,Finland,FI,177.88,211.76,74.86,43.57,entsoe.eu,false,
2022-01-01 06:00:00,Finland,Finland,FI,180.33,214.63,74.49,44.32,entsoe.eu,false,
2022-01-01 07:00:00,Finland,Finland,FI,178.28,212.6,74.66,45.3,entsoe.eu,false,
2022-01-01 08:00:00,Finland,Finland,FI,178.74,212.34,74.57,45.76,entsoe.eu,false,
2022-01-01 09:00:00,Finland,Finland,FI,173.6,206.81,75.4,47.18,entsoe.eu,false,
2022-01-01 10:00:00,Finland,Finland,FI,171.51,204.82,75.75,47.74,entsoe.eu,false,
2022-01-01 11:00:00,Finland,Finland,FI,171.18,204.42,75.77,47.66,entsoe.eu,false,
2022-01-01 12:00:00,Finland,Finland,FI,172.05,205.14,75.66,47.69,entsoe.eu,false,
2022-01-01 13:00:00,Finland,Finland,FI,171.6,204.91,75.74,48.0,entsoe.eu,false,
2022-01-01 14:00:00,Finland,Finland,FI,166.96,200.18,76.47,49.07,entsoe.eu,false,
2022-01-01 15:00:00,Finland,Finland,FI,165.33,198.47,76.74,49.75,entsoe.eu,false,
2022-01-01 16:00:00,Finland,Finland,FI,164.01,197.11,76.95,49.56,entsoe.eu,false,
2022-01-01 17:00:00,Finland,Finland,FI,164.44,197.89,76.9,48.81,entsoe.eu,false,
2022-01-01 18:00:00,Finland,Finland,FI,164.05,197.75,76.9,47.77,entsoe.eu,false,
2022-01-01 19:00:00,Finland,Finland,FI,168.7,203.01,76.26,45.66,entsoe.eu,false,
2022-01-01 20:00:00,Finland,Finland,FI,169.95,204.64,76.09,45.41,entsoe.eu,false,
2022-01-01 21:00:00,Finland,Finland,FI,170.45,204.86,75.95,45.47,entsoe.eu,false,
2022-01-01 22:00:00,Finland,Finland,FI,180.73,216.23,74.52,41.67,entsoe.eu,false,
2022-01-01 23:00:00,Finland,Finland,FI,188.8,224.47,73.19,38.0,entsoe.eu,false,
2022-01-02 00:00:00,Finland,Finland,FI,185.51,220.65,73.54,38.16,entsoe.eu,false,
2022-01-02 01:00:00,Finland,Finland,FI,184.57,218.64,73.65,38.43,entsoe.eu,false,
2022-01-02 02:00:00,Finland,Finland,FI,181.76,215.73,74.08,38.96,entsoe.eu,false,
2022-01-02 03:00:00,Finland,Finland,FI,177.96,212.08,74.61,40.13,entsoe.eu,false,
2022-01-02 04:00:00,Finland,Finland,FI,177.86,211.86,74.58,40.65,entsoe.eu,false,
2022-01-02 05:00:00,Finland,Finland,FI,181.05,215.2,74.2,39.99,entsoe.eu,false,
2022-01-02 06:00:00,Finland,Finland,FI,180.41,213.95,74.22,40.83,entsoe.eu,false,
2022-01-02 07:00:00,Finland,Finland,FI,176.74,209.65,75.22,42.26,entsoe.eu,false,
2022-01-02 08:00:00,Finland,Finland,FI,175.07,207.59,75.64,42.91,entsoe.eu,false,
2022-01-02 09:00:00,Finland,Finland,FI,168.44,200.19,76.61,45.17,entsoe.eu,false,
2022-01-02 10:00:00,Finland,Finland,FI,169.66,201.79,76.36,44.73,entsoe.eu,false,
2022-01-02 11:00:00,Finland,Finland,FI,172.65,205.34,75.77,43.75,entsoe.eu,false,
2022-01-02 12:00:00,Finland,Finland,FI,168.71,201.36,76.35,45.03,entsoe.eu,false,
2022-01-02 13:00:00,Finland,Finland,FI,165.44,198.14,76.75,46.34,entsoe.eu,false,
