Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Spain,Spain,ES,112.93,153.5,77.94,43.55,entsoe.eu,false,
2022-01-01 01:00:00,Spain,Spain,ES,113.41,153.81,78.15,42.49,entsoe.eu,false,
2022-01-01 02:00:00,Spain,Spain,ES,117.61,158.94,77.36,41.5,entsoe.eu,false,
2022-01-01 03:00:00,Spain,Spain,ES,117.53,158.61,77.56,41.35,entsoe.eu,false,
2022-01-01 04:00:00,Spain,Spain,ES,115.89,156.98,77.76,41.08,entsoe.eu,false,
2022-01-01 05:00:00,Spain,Spain,ES,119.93,162.06,76.8,39.96,entsoe.eu,false,
2022-01-01 06:00:00,Spain,Spain,ES,123.48,166.45,75.96,39.87,entsoe.eu,false,
2022-01-01 07:00:00,Spain,Spain,ES,121.74,164.27,76.36,40.25,entsoe.eu,false,
2022-01-01 08:00:00,Spain,Spain,ES,106.24,146.53,79.35,45.78,entsoe.eu,false,
2022-01-01 09:00:00,Spain,Spain,ES,90.9,129.3,82.43,53.39,entsoe.eu,false,
2022-01-01 10:00:00,Spain,Spain,ES,86.25,124.38,83.36,56.8,entsoe.eu,false,
2022-01-01 11:00:00,Spain,Spain,ES,81.84,119.7,83.88,56.18,entsoe.eu,false,
2022-01-01 12:00:00,Spain,Spain,ES,83.84,122.09,83.34,54.33,entsoe.eu,false,
2022-01-01 13:00:00,Spain,Spain,ES,90.34,129.98,82.02,53.44,entsoe.eu,false,
2022-01-01 14:00:00,Spain,Spain,ES,91.23,130.64,82.26,55.79,entsoe.eu,false,
2022-01-01 15:00:00,Spain,Spain,ES,98.61,138.63,80.76,52.52,entsoe.eu,false,
2022-01-01 16:00:00,Spain,Spain,ES,104.68,144.59,79.65,48.26,entsoe.eu,false,
2022-01-01 17:00:00,Spain,Spain,ES,110.82,150.76,78.37,46.13,entsoe.eu,false,
2022-01-01 18:00:00,Spain,Spain,ES,113.51,153.86,77.68,46.17,entsoe.eu,false,
2022-01-01 19:00:00,Spain,Spain,ES,111.82,151.58,78.16,47.11,entsoe.eu,false,
2022-01-01 20:00:00,Spain,Spain,ES,112.72,152.78,77.92,47.13,entsoe.eu,false,
2022-01-01 21:00:00,Spain,Spain,ES,109.09,148.54,78.65,46.81,entsoe.eu,false,
